COMP3900|5281081|Chen, Jack Kelvin Sean                            |3778/1|SENGAH|063.427|21T1|19931102|M
COMP3900|5238216|Liang, Liam Lachlan                               |7002/1|COMPSS|068.259|21T1|19850813|M
DPGE1001|5245906|Guo, Michelle                                     |8543|COMPA1|099.068|21T1|19980421|F
COMP3311|5232613|Wang, Harrison Chen Mark Gordon                   |1650|COMPI1|094.855|21T1|20000821|M
COMP9517|5241586|Lin, Kai Jacky Anthony                            |3784/1|COMPA1|057.189|21T1|20010903|M
COMP9321|5204659|Tran, Xin                                         |3784/1|COMPAS COMPSS|066.603|21T1|19930314|F
COMP9311|5216374|Chen, Aaron Stephen Jack                          |7543|MTRNAH|039.931|21T1|19990307|M
COMP9020|5257917|Xu, Michael Rahul                                 |7002/1|COMPCS|083.583|21T1|20000521|M
COMP9318|5222693|Zhao, Ryan Joel                                   |3707/3|UNDL-U|041.289|21T1|19981120|M
COMP9311|5272946|Tang, Jennifer                                    |8543|UNDL-U|044.843|21T1|19910416|F
COMP1511|5202371|Xu, Matthew Jeffrey Haoran                        |3707/2|COMPA1|084.497|21T1|20001121|M
COMP9331|5254739|Zhou, Xin Emily                                   |3781/4|MATHTS|026.764|21T1|19981024|F
COMP3331|5232948|Peng, Christopher Tim Ziyi                        |3768/4|INFSA1 SENGAH|014.484|21T1|19860713|M
COMP3331|5275636|Yin, Grace Ying                                   |3778/3|COMPI1|030.243|21T1|20030605|F
COMP1531|5207259|Wu, Daniel John Daniel                            |3778/2|COMPA1|079.230|21T1|19960628|M
COMP9334|5260427|Ye, Harrison Long                                 |3778/1|COMPI1|075.523|21T1|19920430|M
COMP9900|5249460|Zhou, Hannah Yilin Michelle                       |3784/2|COMPER|051.840|21T1|19991020|F
DPBS1150|5238457|Dong, Thomas                                      |3778/1|SENGAH|034.442|21T1|19980301|M
DPGE1002|5297920|Ng, Alan Isaac Ryan                               |3707/4|DPENO1|046.543|21T1|19970603|M
DPST1061|5284404|Zhang, Nicholas Bowen                             |8543|COMPA1|056.017|21T1|19970307|M
COMP9020|5279166|Lin, Thomas                                       |3707/1|SENGAH|075.042|21T1|19940605|M
COMP2111|5255858|He, Rachel                                        |3767/3|COMPA1 MARKA1|041.477|21T1|19941201|F
COMP9318|5229181|Song, Xinyi Jennifer Jing Emily                   |3784/2|SOLABH|040.764|21T1|20030128|F
COMP9024|5241592|Lyu, Tianyu                                       |8959|DPENO1|068.497|21T1|19960301|M
DPST1021|5248827|Li, Richard Yifan                                 |3789/4|COMPDS COMPSS|094.532|21T1|20000211|M
COMP9211|5214490|Zhou, Nathan Yiwei                                |3778/3|COMPA1|014.365|21T1|19981220|M
COMP2041|5211234|Zhang, James                                      |8543|COMPA1|012.580|21T1|20000916|M
COMP9315|5251531|Li, William Mitchell Ka                           |8543|COMPA1|041.208|21T1|19960302|M
COMP6841|5295346|Wu, Samuel                                        |3707/3|COMPA1|060.041|21T1|19971231|M
COMP9318|5298127|Liang, Ke Darren                                  |3768/3|COMPIS|062.898|21T1|20000814|M
COMP2521|5268248|Huang, Nathan Jordan                              |8543|COMPA1|092.695|21T1|20020622|M
COMP2041|5234952|Liang, Liang Jay                                  |3778/1|DPBSA1|047.195|21T1|20010518|M
COMP9315|5275884|Pan, Xinyi Yilin Siqi                             |3778/2|COMPCS|000.848|21T1|19940713|F
COMP2041|5279130|Chen, Emily Angela                                |8543|COMPA1|075.241|21T1|19990522|F
COMP9321|5249750|Chen, Alexander                                   |8543|COMPA1|030.035|21T1|19991031|M
COMP1511|5297749|Ng, Victor Adam Chun Ke Adrian                    |3761/4|COMPJ1|085.162|21T1|19750210|M
COMP3821|5255807|Xie, Benjamin Rory Kelvin                         |3707/1|COMPA1|078.765|21T1|19950315|M
COMP6080|5218228|Chen, Kenneth Liam                                |3785/2|COMPCS|029.742|21T1|20000422|M
COMP9900|5251065|Lo, Cameron Darren                                |3767/5|BIOMDS SENGAH|056.717|21T1|19950330|M
COMP9021|5233389|Wang, Benjamin                                    |8543|COMPA1|046.655|21T1|19971014|M
COMP9315|5240414|Zhang, James Jin Michael                          |8543|COMPA1|087.505|21T1|19931025|M
COMP9044|5297918|Cheng, Mitchell                                   |3778/1|ENGGAH|036.454|21T1|20011104|M
COMP3821|5202421|Liu, James                                        |8543|SENGAH|034.211|21T1|19890819|M
DPST1021|5271009|Zhao, Jessica                                     |3707/4|COMPSS|041.205|21T1|20030512|F
COMP9020|5216402|Lyu, Yue Jake Edward                              |3673/1|ACCTA1 COMPA1|035.937|21T1|20030113|M
COMP9337|5240903|Tan, Siqi Catherine                               |3959/2|COMPA1 MTRNAH|042.741|21T1|19961207|F
COMP9021|5284548|Tran, Jake Jordan                                 |3707/4|COMPAS COMPCS|039.398|21T1|20000906|M
COMP2521|5213780|Zhong, Long Benjamin                              |3778/3|MTRNAH|067.268|21T1|20000216|M
COMP2521|5271954|Smith, Jiahao Justin Anthony                      |3784/1|COMPA1 FINSR1|017.038|21T1|20010118|M
COMP1531|5262178|Xu, Muhammad . Yi                                 |7002/1|MTRNAH|042.505|21T1|20020711|M
COMP6080|5204037|Lee, David Ricky                                  |3784/1|COMPAS|085.634|21T1|20000427|M
COMP3411|5218228|Chen, Kenneth Liam                                |3785/2|COMPCS|029.742|21T1|20000422|M
DPST1014|5291607|Huang, Emily Siqi                                 |3783/2|MTRNES|045.367|21T1|20030520|F
COMP9321|5261994|Zhang, Xin                                        |8543|COMPA1|033.044|21T1|19980625|F
COMP3311|5201252|Zhan, Cheuk Jake                                  |3784/1|COMPI1 MGMTA1|088.016|21T1|20010822|M
COMP9417|5229437|Huang, Nicholas Winston                           |3778/1|COMPA1|021.915|21T1|19960614|M
COMP9331|5271991|Wu, Samuel                                        |3778/3|COMPA1|038.959|21T1|19970801|M
COMP6841|5290050|Huang, Samuel Chi Jin                             |8543|COMPA1|075.024|21T1|20010518|M
COMP9318|5284511|Huang, Joel Ziyi                                  |3784/3|COMPSS|086.771|21T1|20000114|M
COMP3331|5264741|Li, Xin Jing                                      |8543|COMPA1|060.501|21T1|19971101|F
DPBS1100|5255997|Ding, Anson Timothy Sean                          |8338|CVENAH|012.219|21T1|20020808|M
COMP3411|5260038|Chen, Matthew Adam                                |8543|COMPA1|037.063|21T1|19980214|M
COMP1511|5279846|Xue, Ali                                          |3781/4|DPSTR1|005.976|21T1|19910227|M
DPST1013|5258381|Huang, Michelle Jennifer Jing                     |3784/3|COMPAS COMPDS|045.706|21T1|19980603|F
COMP9024|5285434|Zhan, Rory Yu James                               |3768/3|AEROAH|075.957|21T1|19980717|M
COMP3411|5263237|Liu, Benjamin Jacob                               |8543|COMPA1|079.593|21T1|20020812|M
COMP9024|5258768|Yu, Tao Arthur Ziyi Anthony                       |3707/3|COMPY1|021.061|21T1|19950805|M
COMP3331|5265074|Zhu, Adam Gabriel                                 |3784/1|SENGAH|030.282|21T1|19950801|M
COMP3311|5240032|Chen, Jessica Yilin Catherine                     |3778/3|COMPCS|074.094|21T1|19990528|F
DPGE1001|5257671|Li, Oscar Richard                                 |3707/1|SENGAH|052.001|21T1|20000815|M
DPST1013|5284216|Cai, Yuxin Wei Zhe                                |7543|AEROAH COMPA1|084.505|21T1|19951111|M
COMP9321|5245974|Zhang, Marcus Karl Rui                            |3707/3|COMPAS|033.297|21T1|19980708|M
COMP3231|5266432|Wu, Steven Yuxuan                                 |3707/1|COMPAS|037.140|21T1|19980630|M
COMP3311|5299404|Yan, Rahul Jonathan Rui Yue                       |3778/3|COMPBH|036.550|21T1|20000305|M
COMP9900|5223865|Kim, Michelle Yi Xinyi Yi                         |3956/4|CHEMD2 PHYSL1|059.289|21T1|19970525|F
COMP9321|5251744|Nguyen, Yu Joshua                                 |3778/3|COMPA1|062.452|21T1|19990811|M
COMP4337|5229759|Wu, David Christopher Ke                          |3707/2|COMPA1|034.177|21T1|20000719|M
COMP1511|5239219|Chen, Sophia Xin Jiaqi                            |3707/1|SENGAH|065.148|21T1|19981218|F
COMP9021|5253565|Cheng, Jessica                                    |3789/2|MECHAH|025.067|21T1|19951026|F
COMP1511|5287763|Liu, Eric Oliver                                  |8543|COMPA1|065.251|21T1|19970515|M
COMP6451|5286424|Wong, Richard Danny Jeremy                        |3764/3|COMPAS|096.630|21T1|20010507|M
COMP3311|5235163|Zhang, Liam                                       |3707/2|COMPA1|060.890|21T1|19980914|M
DPGE1003|5213736|Han, Rahul Zheng                                  |3789/3|COMPA1 MATHT1|060.922|21T1|20000509|M
COMP3211|5261245|Fang, Sophia                                      |3784/3|COMPAS COMPSS|018.992|21T1|20020220|F
COMP1531|5215885|Wen, Ali Stephen Jing                             |3778/2|COMPF1|028.299|21T1|20010505|M
COMP3891|5205643|Zhang, Aaron Frank Eric                           |8543|SENGAH|054.365|21T1|19970209|M
COMP2521|5257826|Wang, William Frank                               |8543|COMPA1|061.605|21T1|19920810|M
COMP9315|5271785|Wu, David Michael                                 |3778/2|COMPA1|077.112|21T1|19960605|M
COMP3891|5282563|Li, Emily                                         |8543|COMPA1|055.599|21T1|20030211|F
COMP2521|5278069|Li, Justin Zihao Matthew                          |3778/1|SENGAH|033.699|21T1|19940408|M
COMP9417|5247092|Huynh, Caleb Dominic                              |3707/3|COMPA1 MTRNAH|072.723|21T1|19981023|M
COMP9417|5290990|Qiu, Ali                                          |3959/2|DPENG1|069.569|21T1|19970626|M
COMP1511|5243235|Liu, Derek Ryan                                   |3791/1|COMPAS COMPSS|070.456|21T1|19971115|M
COMP3311|5278168|Chen, Joshua Jiawei Tao Jun                       |8543|COMPA1|035.983|21T1|19871029|M
COMP3211|5231170|Yang, Jing                                        |8543|COMPAS|074.057|21T1|19990105|F
COMP3311|5225597|Chen, Karl David Zihao                            |5543|DPENX1|062.240|21T1|20020731|M
COMP9315|5275953|Li, David                                         |8543|COMPA1|043.609|21T1|19991229|M
COMP3411|5221359|Dong, Yi Bowen Dylan                              |3784/1|SENGAH|048.590|21T1|19970114|M
COMP3411|5267635|Yang, Joshua                                      |3778/2|SENGAH|083.613|21T1|19951124|M
COMP2521|5271305|Wang, David Patrick                               |8543|COMPA1|018.793|21T1|20021014|M
COMP6841|5275099|Lim, Ricky Joseph Dominic                         |3785/5|MATHE1|062.749|21T1|20010615|M
COMP6080|5291523|Zhang, Alexander Yiwei Christian                  |3707/1|MTRNAH|045.447|21T1|20030327|M
COMP6451|5259355|Yang, Luke Ali Zhe                                |3778/3|COMPA1|081.965|21T1|20010516|M
COMP2521|5234924|Deng, Jake                                        |3789/2|COMPZ1|048.176|21T1|19930221|M
COMP3821|5295398|Ma, Jason Yan                                     |3707/3|COMPBH|044.880|21T1|19980218|M
COMP1531|5234207|Fang, Jessica Yilin Catherine                     |3970/1|COMMJ1 COMPA1|087.930|21T1|20011014|F
COMP3891|5250506|Tao, Hannah Angela Jiaqi                          |3959/2|MTRNAH|072.976|21T1|20020611|F
COMP9021|5296783|Qiu, Angus Alex John                              |3959/1|COMPAS COMPIS|040.292|21T1|19950313|M
SENG2021|5287301|Hu, Alice Jing Xinyi                              |3784/2|DPBSA1|033.839|21T1|20010802|F
COMP1511|5254189|Liu, Cameron                                      |8543|COMPA1|052.436|21T1|19991210|M
COMP9321|5239473|Chen, Kevin Jeremy Bowen                          |8543|COMPA1|086.051|21T1|20030131|M
COMP3411|5273443|Zhao, Cameron                                     |3778/1|COMPBH|067.308|21T1|20010301|M
COMP2041|5264072|Liu, Jiaqi Jessica Anna Jiaqi Siqi                |8543|SENGAH|078.452|21T1|19980309|F
COMP9331|5232841|Lin, Catherine Yi Michelle                        |3707/3|UNDL-U|088.567|21T1|19961014|F
DPGE1001|5268564|Yuan, Derek                                       |3784/4|DPBSA1|089.278|21T1|19941126|M
COMP2521|5215851|Lo, Peter                                         |7003/1|COMPA1 UNDL-U|040.433|21T1|19931116|M
COMP9334|5204075|Chen, Samuel Lucas Yiming Henry                   |8543|COMPA1|055.229|21T1|19991001|M
COMP9318|5292442|Xie, Jun Yue                                      |3707/1|UNDL-U|068.803|21T1|20000223|M
COMP9334|5236301|Shen, Anson Max                                   |7002/1|COMPAS|029.798|21T1|19960728|M
COMP9021|5295413|Wong, .                                           |3707/1|COMPAS|078.616|21T1|19960921|M
COMP2041|5287331|Yuan, Alexander Kelvin                            |3707/3|COMPAS|062.669|21T1|19960614|M
DPBS1100|5270376|Wu, Justin Yuhao                                  |8543|COMPA1|023.434|21T1|19980417|M
COMP2041|5202795|Li, Xin                                           |8543|COMPA1|084.240|21T1|19980506|F
COMP3411|5229182|Li, Nathan Brian Jiaqi                            |8543|COMPAS|032.971|21T1|20011129|M
COMP1511|5283160|Feng, Jordan Yixuan                               |7543|MTRNAH|063.351|21T1|19981121|M
COMP2041|5206567|Zhang, Rachel Siqi                                |3785/3|COMPAS|088.608|21T1|19980326|F
COMP9021|5218484|Peng, Martin Jeffrey Nicolas                      |5543|ACTLD1|035.888|21T1|20010723|M
COMP9417|5217401|Lu, Yuxuan Stephen                                |3786/1|DPSTC1|028.711|21T1|19941221|M
COMP3331|5239806|Li, Andrew Martin Jeffrey                         |3707/1|SENGAH|080.173|21T1|20020322|M
COMP9318|5235045|Dong, Siqi Yilin                                  |3707/4|COMPAS COMPSS|032.699|21T1|20030627|F
COMP9315|5276060|Song, Jennifer Jessica Yilin                      |3707/2|COMPA1 MTRNAH|046.907|21T1|20011208|F
DPGE1002|5208299|He, Darren Victor                                 |3707/1|COMPCS|028.266|21T1|19930314|M
ENGG1811|5272592|Zhang, Eric Jordan                                |3778/1|SENGAH|041.490|21T1|20011201|M
COMP9315|5247426|Chen, Zachary                                     |3778/2|COMPCS|017.627|21T1|19990519|M
COMP2521|5239306|Zhu, Alexander Derek Raymond                      |8543|MTRNAH|001.459|21T1|19941020|M
COMP9021|5240717|Wang, Ethan                                       |3707/4|COMPA1|072.915|21T1|19920918|M
COMP9318|5236268|Dang, Christian                                   |3784/3|COMPAS COMPSS|017.678|21T1|19951005|M
COMP3311|5262573|Zhong, Zhe Rory                                   |3778/1|COMPI1 CVENAH|061.211|21T1|19950123|M
COMP2521|5244904|Tang, Rory Robert Chun Richard                    |3789/1|COMPY1|009.799|21T1|19950316|M
COMP9331|5248265|Zheng, Bowen Victor Gordon                        |3784/1|DPENX1|098.998|21T1|20041216|M
COMP1511|5237031|Wang, Jun Yuhang Robert                           |3784/3|COMPAS COMPSS|060.540|21T1|20020129|M
COMP3411|5226403|Wang, Sophia Rachel Yue                           |3707/3|DPBSA1|053.274|21T1|19810809|F
DPBS1100|5295858|Yao, Liang Haoyu                                  |7543|COMPY1 ELECAH|059.777|21T1|19990729|M
COMP9334|5242111|Nguyen, Matthew Rohan                             |3784/4|MATHE1|084.147|21T1|20020910|M
COMP9517|5297332|Gao, Siqi                                         |3762/3|MTRNAH|053.322|21T1|19991012|F
COMP3311|5276003|Huang, Steven Frank                               |8543|COMPA1|070.697|21T1|19990508|M
COMP3331|5205182|Wong, Grace Siqi Ying                             |3707/4|CVENK1|038.659|21T1|19950128|F
COMP9021|5275873|Gu, Xinyi Xinyi                                   |3784/1|COMPI1 MATHA1|005.989|21T1|19940910|F
COMP3411|5217319|Huang, Anthony Tony                               |8543|SENGAH|074.269|21T1|20020402|M
DPST1031|5284010|Wang, Andrew                                      |8543|COMPA1|060.437|21T1|19990930|M
COMP9517|5246236|Liu, Jessica Yu Jessica Jennifer                  |8543|COMPA1|072.046|21T1|19941221|F
COMP3900|5277908|Lim, Joshua                                       |1650|ENGGAH|071.565|21T1|19950828|M
DPGE1002|5269042|Xue, Adrian Varun Richard                         |3674/2|AEROAH COMPA1|059.056|21T1|19950815|M
COMP3900|5219295|Xiao, Jin Brendan                                 |3778/3|COMPA1|077.905|21T1|19971020|M
COMP6441|5219445|Lei, Yuan                                         |3789/1|CVENAH|039.452|21T1|20020115|M
COMP9311|5221825|Tong, Tim Frank                                   |3772/3|COMPD1|090.554|21T1|20021209|M
COMP9024|5251033|Chen, Jennifer Sophia Anna                        |7001/1|ELECAH|075.752|21T1|20020624|F
COMP3331|5259997|Nguyen, Alice Catherine                           |1650|DPSTM1|018.215|21T1|20010518|F
COMP9021|5233893|Du, Catherine Shu Jennifer                        |3959/3|COMPY1|082.905|21T1|20000814|F
COMP3411|5262710|Liu, Tao                                          |3785/2|COMPA1 MTRNAH|082.214|21T1|19770810|M
COMP3311|5207069|Chen, David Tim                                   |8543|COMPA1|034.284|21T1|19960814|M
DPST1081|5238097|Jin, Yifan Yi                                     |5543|CVENAH|044.121|21T1|20011212|M
COMP3411|5250865|Wang, William Daniel Kevin                        |8543|COMPA1|041.402|21T1|20000213|M
COMP9334|5250902|Yu, Max Varun Han                                 |3707/4|UNDL-U|054.169|21T1|19961217|M
COMP9517|5281915|Guo, Emily Anna Yilin                             |3778/3|SENGAH|089.379|21T1|19930525|F
DPST1013|5208915|Qiu, Rory                                         |3707/1|COMPY1|077.126|21T1|19951002|M
COMP3231|5220879|Lee, Patrick Long Chen                            |3707/1|COMPAS|053.980|21T1|19951010|M
DPST1013|5293915|Meng, Chun Danny                                  |3789/3|PSYCA1|082.708|21T1|20020511|M
COMP9447|5239395|Lin, Haoran Dean                                  |3707/4|SENGAH|031.347|21T1|19960820|M
